,E0,Ep,Filename,a,a_sigma,dL,th_LRL,x0,x0_sigma,y0,y0_sigma
76,0.0,8.401062818457161e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T19-08-21.txt,0.061887336485176275,6.694806125764896e-35,-1.0,0.0,0.01697910627526781,1.7479733559601691e-32,0.4941666666666666,3.3474030863271587e-35
77,0.0,8.401062818457161e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T19-08-21.txt,-0.02881454823075274,2.4613515246252782e-36,-1.0,3.1415926535897927,0.6112030235502937,2.9644901612364554e-33,0.03,1.2306757507870327e-36
78,0.0,8.401062818457161e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T19-08-21.txt,0.061887336485176275,6.694806125764896e-35,1.0,0.0,0.01697910627526781,1.7479733559601691e-32,0.4941666666666666,3.3474030863271587e-35
79,0.0,8.401062818457161e-12,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T19-08-21.txt,-0.02881454823075274,2.4613515246252782e-36,1.0,3.1415926535897927,0.6112030235502937,2.9644901612364554e-33,0.03,1.2306757507870327e-36
80,0.0,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T21-42-21.txt,-0.043201710725348334,6.350680641127157e-35,-1.0,0.0,0.4102346486289168,3.4026585305012964e-32,0.5170833333333333,3.175340351800587e-35
81,0.0,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T21-42-21.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
82,0.0,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T21-42-21.txt,-0.043201710725348334,6.350680641127157e-35,1.0,0.0,0.4102346486289168,3.4026585305012964e-32,0.5170833333333333,3.175340351800587e-35
83,0.0,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-26T21-42-21.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
84,0.0,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-27T00-26-58.txt,0.09061342174551223,5.318303991021519e-35,-1.0,0.0,0.336206849153721,6.477211643169002e-33,0.4108333333333333,2.659152013044777e-35
85,0.0,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-27T00-26-58.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382424e-41
